,DATE,EQUIPE1,EQUIPE2,SCORE1,SCORE2
2051,2010-03-26,Cavaliers,Spurs,97,102
2052,2010-03-26,Knicks,Suns,96,132
2053,2010-03-27,Jazz,Wizards,103,87
2054,2010-03-27,Nets,Bulls,83,106
2055,2010-03-27,Trail Blazers,Hornets,112,101
2056,2010-03-27,Lakers,Rockets,109,101
2057,2010-03-27,Mavericks,Warriors,111,90
2058,2010-03-28,Kings,Cavaliers,90,97
2059,2010-03-28,Grizzlies,Bucks,103,108
2060,2010-03-28,Pacers,Hawks,84,94
2061,2010-03-28,Bulls,Pistons,110,103
2062,2010-03-28,Raptors,Heat,94,97
2063,2010-03-28,Nuggets,Magic,97,103
2064,2010-03-28,Suns,Timberwolves,111,105
2065,2010-03-28,Trail Blazers,Thunder,92,87
2066,2010-03-28,Spurs,Celtics,94,73
2067,2010-03-28,Warriors,Clippers,121,103
2068,2010-03-29,Raptors,Bobcats,103,101
2069,2010-03-29,Spurs,Nets,84,90
2070,2010-03-29,Lakers,Hornets,100,108
2071,2010-03-29,Nuggets,Mavericks,93,109
2072,2010-03-29,Knicks,Jazz,98,103
2073,2010-03-30,Kings,Pacers,95,102
2074,2010-03-30,Thunder,76ers,111,93
2075,2010-03-30,Suns,Bulls,111,105
2076,2010-03-30,Clippers,Bucks,89,107
2077,2010-03-30,Wizards,Rockets,94,98
2078,2010-03-31,Lakers,Hawks,92,109
2079,2010-03-31,76ers,Bobcats,84,103
2080,2010-03-31,Bucks,Cavaliers,98,101
2081,2010-03-31,Clippers,Raptors,92,114
2082,2010-03-31,Thunder,Celtics,109,104
2083,2010-03-31,Heat,Pistons,98,81
2084,2010-03-31,Suns,Nets,116,105
2085,2010-03-31,Mavericks,Grizzlies,106,102
2086,2010-03-31,Kings,Timberwolves,99,108
2087,2010-03-31,Wizards,Hornets,96,91
2088,2010-03-31,Rockets,Spurs,102,119
2089,2010-03-31,Knicks,Trail Blazers,90,118
2090,2010-03-31,Warriors,Jazz,104,128
2091,2010-04-01,Magic,Mavericks,97,82
2092,2010-04-01,Trail Blazers,Nuggets,92,109
2093,2010-04-02,Bucks,Bobcats,86,87
2094,2010-04-02,Heat,Pacers,105,96
2095,2010-04-02,Bulls,Wizards,95,87
2096,2010-04-02,Rockets,Celtics,119,114
2097,2010-04-02,Hawks,Cavaliers,88,93
2098,2010-04-02,Suns,Pistons,109,94
2099,2010-04-02,Hornets,Grizzlies,96,107
2100,2010-04-02,Magic,Spurs,100,112
2101,2010-04-02,Knicks,Warriors,117,128
2102,2010-04-02,Jazz,Lakers,92,106
2103,2010-04-03,Raptors,76ers,128,123
2104,2010-04-03,Pistons,Hawks,85,91
2105,2010-04-03,Hornets,Nets,87,115
2106,2010-04-03,Bobcats,Bulls,88,96
2107,2010-04-03,Heat,Timberwolves,97,84
2108,2010-04-03,Thunder,Mavericks,121,116
2109,2010-04-03,Suns,Bucks,98,107
2110,2010-04-03,Clippers,Nuggets,90,98
2111,2010-04-03,Trail Blazers,Kings,98,87
2112,2010-04-04,Cavaliers,Celtics,113,117
2113,2010-04-04,Spurs,Lakers,100,81
2114,2010-04-04,Rockets,Pacers,102,133
2115,2010-04-04,Grizzlies,Magic,92,107
2116,2010-04-04,Warriors,Raptors,113,112
2117,2010-04-04,Nets,Wizards,99,109
2118,2010-04-04,Timberwolves,Thunder,108,116
2119,2010-04-04,Knicks,Clippers,113,107
2120,2010-04-06,Hawks,Bobcats,100,109
2121,2010-04-06,Raptors,Cavaliers,101,113
2122,2010-04-06,Pistons,76ers,124,103
2123,2010-04-06,Warriors,Wizards,94,112
2124,2010-04-06,Celtics,Knicks,101,104
2125,2010-04-06,Bucks,Bulls,79,74
2126,2010-04-06,Rockets,Grizzlies,113,103
2127,2010-04-06,Thunder,Jazz,139,140
2128,2010-04-06,Spurs,Kings,95,86
2129,2010-04-07,Knicks,Pacers,105,113
2130,2010-04-07,Celtics,Raptors,115,104
2131,2010-04-07,Wizards,Magic,94,121
2132,2010-04-07,Hawks,Pistons,88,90
2133,2010-04-07,76ers,Heat,95,99
2134,2010-04-07,Nets,Bucks,89,108
2135,2010-04-07,Warriors,Timberwolves,116,107
2136,2010-04-07,Bobcats,Hornets,104,103
2137,2010-04-07,Nuggets,Thunder,98,94
2138,2010-04-07,Jazz,Rockets,96,113
2139,2010-04-07,Grizzlies,Mavericks,84,110
2140,2010-04-07,Trail Blazers,Clippers,93,85
2141,2010-04-07,Spurs,Suns,101,112
2142,2010-04-08,Cavaliers,Bulls,108,109
2143,2010-04-08,Clippers,Kings,94,116
2144,2010-04-08,Lakers,Nuggets,96,98
2145,2010-04-09,Knicks,Magic,103,118
2146,2010-04-09,Bucks,76ers,95,90
2147,2010-04-09,Raptors,Hawks,101,107
2148,2010-04-09,Wizards,Celtics,106,96
2149,2010-04-09,Pacers,Cavaliers,116,113
2150,2010-04-09,Pistons,Heat,106,99
2151,2010-04-09,Lakers,Timberwolves,97,88
2152,2010-04-09,Bulls,Nets,116,127
2153,2010-04-09,Jazz,Hornets,114,103
2154,2010-04-09,Suns,Thunder,91,96
2155,2010-04-09,Bobcats,Rockets,90,97
2156,2010-04-09,Grizzlies,Spurs,107,99
2157,2010-04-09,Mavericks,Trail Blazers,83,77
2158,2010-04-10,Pistons,Bobcats,95,99
2159,2010-04-10,Nets,Pacers,102,115
2160,2010-04-10,Hawks,Wizards,105,95
2161,2010-04-10,76ers,Grizzlies,120,101
2162,2010-04-10,Celtics,Bucks,105,90
2163,2010-04-10,Spurs,Nuggets,104,85
2164,2010-04-10,Mavericks,Kings,126,108
2165,2010-04-10,Warriors,Clippers,104,107
2166,2010-04-11,Magic,Cavaliers,98,92
2167,2010-04-11,Trail Blazers,Lakers,91,88
2168,2010-04-11,Bulls,Raptors,104,88
2169,2010-04-11,Heat,Knicks,111,98
2170,2010-04-11,Timberwolves,Hornets,86,114
2171,2010-04-11,Thunder,Warriors,117,120
2172,2010-04-11,Rockets,Suns,106,116
2173,2010-04-12,Magic,Pacers,118,98
2174,2010-04-12,Heat,76ers,107,105
2175,2010-04-12,Raptors,Pistons,111,97
2176,2010-04-12,Bobcats,Nets,105,95
2177,2010-04-12,Wizards,Knicks,103,114
2178,2010-04-12,Hawks,Bucks,104,96
2179,2010-04-12,Timberwolves,Spurs,111,133
2180,2010-04-12,Grizzlies,Nuggets,101,123
2181,2010-04-12,Thunder,Trail Blazers,95,103
2182,2010-04-12,Rockets,Kings,117,107
2183,2010-04-12,Mavericks,Clippers,117,94
2184,2010-04-13,Celtics,Bulls,93,101
2185,2010-04-13,Jazz,Warriors,103,94
2186,2010-04-13,Kings,Lakers,100,106
2187,2010-04-13,Nuggets,Suns,101,123
2188,2010-04-14,Cavaliers,Hawks,83,99
2189,2010-04-14,Bucks,Celtics,106,95
2190,2010-04-14,Bulls,Bobcats,98,89
2191,2010-04-14,Spurs,Mavericks,89,96
2192,2010-04-14,Hornets,Rockets,123,115
2193,2010-04-14,Nets,Heat,86,94
2194,2010-04-14,Pistons,Timberwolves,103,98
2195,2010-04-14,Grizzlies,Thunder,105,114
2196,2010-04-14,76ers,Magic,111,125
2197,2010-04-14,Knicks,Raptors,113,131
2198,2010-04-14,Pacers,Wizards,97,98
2199,2010-04-14,Lakers,Clippers,91,107
2200,2010-04-14,Warriors,Trail Blazers,122,116
2201,2010-04-14,Suns,Jazz,100,86
2202,2010-04-17,Bulls,Cavaliers,83,96
2203,2010-04-17,Bucks,Hawks,92,102
2204,2010-04-17,Heat,Celtics,76,85
2205,2010-04-17,Jazz,Nuggets,113,126
2206,2010-04-18,Thunder,Lakers,79,87
2207,2010-04-18,Bobcats,Magic,89,98
2208,2010-04-18,Spurs,Mavericks,94,100
2209,2010-04-18,Trail Blazers,Suns,105,100
2210,2010-04-19,Bulls,Cavaliers,102,112
2211,2010-04-19,Jazz,Nuggets,114,111
2212,2010-04-20,Bucks,Hawks,86,96
2213,2010-04-20,Heat,Celtics,77,106
2214,2010-04-20,Trail Blazers,Suns,90,119
2215,2010-04-20,Thunder,Lakers,92,95
2216,2010-04-21,Bobcats,Magic,77,92
2217,2010-04-21,Spurs,Mavericks,102,88
2218,2010-04-22,Cavaliers,Bulls,106,108
2219,2010-04-22,Lakers,Thunder,96,101
2220,2010-04-22,Suns,Trail Blazers,108,89
2221,2010-04-23,Celtics,Heat,100,98
2222,2010-04-23,Mavericks,Spurs,90,94
2223,2010-04-23,Nuggets,Jazz,93,105
2224,2010-04-24,Magic,Bobcats,90,86
2225,2010-04-24,Suns,Trail Blazers,87,96
2226,2010-04-24,Hawks,Bucks,89,107
2227,2010-04-24,Lakers,Thunder,89,110
2228,2010-04-25,Celtics,Heat,92,101
2229,2010-04-25,Cavaliers,Bulls,121,98
2230,2010-04-25,Mavericks,Spurs,89,92
2231,2010-04-25,Nuggets,Jazz,106,117
2232,2010-04-26,Magic,Bobcats,99,90
2233,2010-04-26,Hawks,Bucks,104,111
2234,2010-04-26,Trail Blazers,Suns,88,107
2235,2010-04-27,Heat,Celtics,86,96
2236,2010-04-27,Bulls,Cavaliers,94,96
2237,2010-04-27,Spurs,Mavericks,81,103
2238,2010-04-27,Thunder,Lakers,87,111
2239,2010-04-28,Bucks,Hawks,91,87
2240,2010-04-28,Jazz,Nuggets,102,116
2241,2010-04-29,Mavericks,Spurs,87,97
2242,2010-04-29,Suns,Trail Blazers,99,90
2243,2010-04-30,Hawks,Bucks,83,69
2244,2010-04-30,Lakers,Thunder,95,94
2245,2010-04-30,Nuggets,Jazz,104,112
2246,2010-05-01,Celtics,Cavaliers,93,101
2247,2010-05-02,Bucks,Hawks,74,95
2248,2010-05-02,Jazz,Lakers,99,104
2249,2010-05-03,Celtics,Cavaliers,104,86
2250,2010-05-03,Spurs,Suns,102,111
2251,2010-05-04,Hawks,Magic,71,114
2252,2010-05-04,Jazz,Lakers,103,111
2253,2010-05-05,Spurs,Suns,102,110
2254,2010-05-06,Hawks,Magic,98,112
2255,2010-05-07,Cavaliers,Celtics,124,95
2256,2010-05-07,Suns,Spurs,110,96
2257,2010-05-08,Magic,Hawks,105,75
2258,2010-05-08,Lakers,Jazz,111,110
2259,2010-05-09,Cavaliers,Celtics,87,97
2260,2010-05-09,Suns,Spurs,107,101
2261,2010-05-10,Magic,Hawks,98,84
2262,2010-05-10,Lakers,Jazz,111,96
2263,2010-05-11,Celtics,Cavaliers,120,88
2264,2010-05-13,Cavaliers,Celtics,85,94
2265,2010-05-16,Celtics,Magic,92,88
2266,2010-05-17,Suns,Lakers,107,128
2267,2010-05-18,Celtics,Magic,95,92
2268,2010-05-19,Suns,Lakers,112,124
2269,2010-05-22,Magic,Celtics,71,94
2270,2010-05-23,Lakers,Suns,109,118
2271,2010-05-24,Magic,Celtics,96,92
2272,2010-05-25,Lakers,Suns,106,115
2273,2010-05-26,Celtics,Magic,92,113
2274,2010-05-27,Suns,Lakers,101,103
2275,2010-05-28,Magic,Celtics,84,96
2276,2010-05-29,Lakers,Suns,111,103
2277,2010-06-03,Celtics,Lakers,89,102
2278,2010-06-06,Celtics,Lakers,103,94
2279,2010-06-08,Lakers,Celtics,91,84
2280,2010-06-10,Lakers,Celtics,89,96
2281,2010-06-13,Lakers,Celtics,86,92
2282,2010-06-15,Celtics,Lakers,67,89
2283,2010-06-17,Celtics,Lakers,79,83
2284,2010-10-03,Knicks,Armani Jeans Milano,125,113
2285,2010-10-03,Maccabi Haifa,Nets,70,108
2286,2010-10-04,Lakers,Timberwolves,92,111
2287,2010-10-05,Bobcats,Cavaliers,72,87
2288,2010-10-05,Nets,76ers,103,96
2289,2010-10-05,Pistons,Heat,89,105
2290,2010-10-05,Bulls,Bucks,83,92
2291,2010-10-05,Magic,Rockets,97,88
2292,2010-10-05,Wizards,Mavericks,97,94
2293,2010-10-05,Clippers,Trail Blazers,86,115
2294,2010-10-05,Suns,Kings,95,109
2295,2010-10-06,Knicks,Timberwolves,100,106
2296,2010-10-06,Thunder,Bobcats,97,93
2297,2010-10-06,76ers,Celtics,65,93
2298,2010-10-06,Pacers,Grizzlies,85,87
2299,2010-10-06,Raptors,Suns,129,78
2300,2010-10-07,Lakers,Regal FC,88,92
2301,2010-10-07,Grizzlies,Hawks,115,111
2302,2010-10-07,Wizards,Cavaliers,97,83
2303,2010-10-07,Celtics,Nets,96,92
2304,2010-10-07,Bulls,Mavericks,83,88
2305,2010-10-07,Spurs,Rockets,87,90
2306,2010-10-07,Trail Blazers,Jazz,96,100
2307,2010-10-07,Clippers,Kings,120,88
2308,2010-10-08,Magic,Pacers,93,86
2309,2010-10-08,Bucks,Pistons,110,115
2310,2010-10-08,Wizards,Bulls,96,107
2311,2010-10-08,Thunder,Heat,96,103
2312,2010-10-08,Trail Blazers,Nuggets,99,109
2313,2010-10-08,Clippers,Warriors,87,127
2314,2010-10-09,76ers,Nets,89,90
2315,2010-10-09,Pacers,Rockets,92,126
2316,2010-10-09,Bobcats,Bucks,78,86
2317,2010-10-09,Grizzlies,Hornets,97,90
2318,2010-10-09,Heat,Spurs,73,90
2319,2010-10-09,Mavericks,Suns,90,98
2320,2010-10-10,Raptors,Celtics,87,91
2321,2010-10-10,Hornets,Magic,81,135
2322,2010-10-10,Cavaliers,Rockets,99,93
2323,2010-10-10,Kings,Warriors,86,95
2324,2010-10-11,Hawks,Pistons,85,94
2325,2010-10-11,Cavaliers,Mavericks,85,79
2326,2010-10-11,Jazz,Trail Blazers,109,100
2327,2010-10-12,Celtics,76ers,92,103
2328,2010-10-12,Hawks,Wizards,92,107
2329,2010-10-12,CSKA,Heat,85,96
2330,2010-10-12,Raptors,Bulls,90,109
2331,2010-10-12,Nuggets,Timberwolves,108,122
2332,2010-10-12,Grizzlies,Thunder,116,96
2333,2010-10-12,Spurs,Clippers,100,99
2334,2010-10-12,Jazz,Suns,105,100
2335,2010-10-12,Warriors,Kings,97,116
2336,2010-10-13,Nets,Rockets,81,91
2337,2010-10-13,Mavericks,Pistons,101,96
2338,2010-10-13,Timberwolves,Pacers,86,98
2339,2010-10-13,76ers,Raptors,116,119
2340,2010-10-13,Celtics,Knicks,104,101
2341,2010-10-13,Heat,Hornets,76,90
2342,2010-10-13,Kings,Lakers,95,98
2343,2010-10-14,Bobcats,Magic,73,86
2344,2010-10-14,Bucks,Wizards,96,88
2345,2010-10-14,Spurs,Cavaliers,80,106
2346,2010-10-14,Caja Laboral,Grizzlies,105,110
2347,2010-10-14,CSKA,Thunder,89,97
2348,2010-10-14,Suns,Jazz,97,108
2349,2010-10-14,Nuggets,Clippers,100,95
2350,2010-10-15,Hornets,Pacers,98,101
2351,2010-10-15,Celtics,Raptors,117,112
2352,2010-10-15,Pistons,Timberwolves,88,99
2353,2010-10-15,Mavericks,Bulls,109,105
2354,2010-10-16,Rockets,Nets,95,85
2355,2010-10-16,Pistons,Bobcats,94,97
2356,2010-10-16,Bulls,Magic,67,105
2357,2010-10-16,Jazz,Clippers,103,91
2358,2010-10-16,Knicks,Celtics,84,97
2359,2010-10-16,CSKA,Cavaliers,90,87
2360,2010-10-16,Bucks,Grizzlies,77,91
2361,2010-10-16,Hawks,Hornets,84,74
2362,2010-10-16,Caja Laboral,Spurs,85,108
2363,2010-10-16,Warriors,Trail Blazers,105,118
2364,2010-10-16,Nuggets,Lakers,95,102
2365,2010-10-17,Suns,Raptors,100,121
2366,2010-10-17,Wizards,Knicks,90,92
2367,2010-10-17,Clippers,Nuggets,104,108
2368,2010-10-17,Bucks,Timberwolves,109,114
2369,2010-10-17,Jazz,Lakers,99,94
2370,2010-10-18,Magic,Hawks,102,73
2371,2010-10-18,Bobcats,Heat,102,96
2372,2010-10-18,Hornets,Grizzlies,91,96
2373,2010-10-18,Thunder,Spurs,111,102
2374,2010-10-18,Trail Blazers,Warriors,78,100
2375,2010-10-19,76ers,Cavaliers,95,111
2376,2010-10-19,Wizards,Pistons,92,98
2377,2010-10-19,Nets,Knicks,111,117
2378,2010-10-19,Pacers,Timberwolves,128,124
2379,2010-10-19,Thunder,Nuggets,115,130
2380,2010-10-19,Jazz,Lakers,82,74
2381,2010-10-19,Warriors,Suns,87,92
2382,2010-10-19,Kings,Clippers,96,94
2383,2010-10-20,Hornets,Bobcats,98,105
2384,2010-10-20,Mavericks,Magic,76,101
2385,2010-10-20,Knicks,76ers,91,118
2386,2010-10-20,Bulls,Raptors,110,103
2387,2010-10-20,Nets,Celtics,92,107
2388,2010-10-21,Bucks,Cavaliers,77,83
2389,2010-10-21,Hornets,Thunder,86,101
2390,2010-10-21,Heat,Hawks,89,98
2391,2010-10-21,Rockets,Spurs,103,111
2392,2010-10-21,Warriors,Lakers,99,120
2393,2010-10-21,Nuggets,Trail Blazers,83,90
2394,2010-10-22,Hawks,Bobcats,66,99
2395,2010-10-22,Knicks,Raptors,103,108
2396,2010-10-22,Grizzlies,Pistons,106,103
2397,2010-10-22,Pacers,Bulls,74,102
2398,2010-10-22,Rockets,Mavericks,96,97
2399,2010-10-22,Timberwolves,Bucks,119,118
2400,2010-10-22,Kings,Jazz,71,82
2401,2010-10-22,Warriors,Lakers,102,105
2402,2010-10-22,Nuggets,Suns,144,106
2403,2010-10-26,Heat,Celtics,80,88
2404,2010-10-26,Suns,Trail Blazers,92,106
2405,2010-10-26,Rockets,Lakers,110,112
2406,2010-10-27,Celtics,Cavaliers,87,95
2407,2010-10-27,Pistons,Nets,98,101
2408,2010-10-27,Heat,76ers,97,87
2409,2010-10-27,Knicks,Raptors,98,93
2410,2010-10-27,Hawks,Grizzlies,119,104
2411,2010-10-27,Kings,Timberwolves,117,116
2412,2010-10-27,Bucks,Hornets,91,95
2413,2010-10-27,Bulls,Thunder,95,106
2414,2010-10-27,Bobcats,Mavericks,86,101
2415,2010-10-27,Pacers,Spurs,109,122
2416,2010-10-27,Jazz,Nuggets,88,110
2417,2010-10-27,Rockets,Warriors,128,132
2418,2010-10-27,Trail Blazers,Clippers,98,88
2419,2010-10-28,Wizards,Magic,83,112
2420,2010-10-28,Suns,Jazz,110,94
2421,2010-10-29,Pacers,Bobcats,104,101
2422,2010-10-29,Kings,Nets,100,106
2423,2010-10-29,Hawks,76ers,104,101
2424,2010-10-29,Cavaliers,Raptors,81,101
2425,2010-10-29,Knicks,Celtics,101,105
2426,2010-10-29,Thunder,Pistons,105,104
2427,2010-10-29,Magic,Heat,70,96
2428,2010-10-29,Bucks,Timberwolves,85,96
2429,2010-10-29,Nuggets,Hornets,95,101
2430,2010-10-29,Grizzlies,Mavericks,90,90
2431,2010-10-29,Clippers,Warriors,91,109
2432,2010-10-29,Lakers,Suns,114,106
2433,2010-10-30,Wizards,Hawks,95,99
2434,2010-10-30,Kings,Cavaliers,107,104
2435,2010-10-30,Trail Blazers,Knicks,100,95
2436,2010-10-30,76ers,Pacers,86,99
2437,2010-10-30,Pistons,Bulls,91,101
2438,2010-10-30,Timberwolves,Grizzlies,89,109
2439,2010-10-30,Nuggets,Rockets,107,94
2440,2010-10-30,Bobcats,Bucks,88,98
2441,2010-10-30,Hornets,Spurs,99,90
2442,2010-10-31,Heat,Nets,101,78
2443,2010-10-31,Mavericks,Clippers,99,83
2444,2010-10-31,Jazz,Thunder,120,99
2445,2010-10-31,Warriors,Lakers,83,107
2446,2010-11-01,Trail Blazers,Bulls,98,110
2447,2010-11-01,Raptors,Kings,108,111
2448,2010-11-01,Spurs,Clippers,97,88
2449,2010-11-02,Hawks,Cavaliers,100,88
2450,2010-11-02,76ers,Wizards,115,116
2451,2010-11-02,Celtics,Pistons,109,86
2452,2010-11-02,Timberwolves,Heat,97,129
2453,2010-11-02,Trail Blazers,Bucks,90,76
2454,2010-11-02,Grizzlies,Lakers,105,124
2455,2010-11-03,Pistons,Hawks,85,94
2456,2010-11-03,Bobcats,Nets,85,83
2457,2010-11-03,Timberwolves,Magic,86,128
2458,2010-11-03,Pacers,76ers,75,101
2459,2010-11-03,Bucks,Celtics,102,105
2460,2010-11-03,Hornets,Rockets,107,99
2461,2010-11-03,Mavericks,Nuggets,102,101
2462,2010-11-03,Raptors,Jazz,108,125
2463,2010-11-03,Spurs,Suns,112,110
2464,2010-11-03,Grizzlies,Warriors,109,115
2465,2010-11-03,Thunder,Clippers,92,107
2466,2010-11-03,Lakers,Kings,112,100
2467,2010-11-04,Knicks,Bulls,120,112
2468,2010-11-04,Thunder,Trail Blazers,107,106
2469,2010-11-05,Bucks,Pacers,94,90
2470,2010-11-05,Nets,Magic,90,105
2471,2010-11-05,Cavaliers,76ers,123,116
2472,2010-11-05,Bobcats,Pistons,90,97
2473,2010-11-05,Wizards,Knicks,91,112
2474,2010-11-05,Bulls,Celtics,105,110
2475,2010-11-05,Hawks,Timberwolves,113,103
2476,2010-11-05,Heat,Hornets,93,96
2477,2010-11-05,Grizzlies,Suns,118,123
2478,2010-11-05,Clippers,Nuggets,104,111
2479,2010-11-05,Jazz,Warriors,78,85
2480,2010-11-05,Raptors,Lakers,103,108
2481,2010-11-06,Magic,Bobcats,91,88
2482,2010-11-06,Cavaliers,Wizards,107,102
2483,2010-11-06,Nets,Heat,89,101
2484,2010-11-06,Hornets,Bucks,87,81
2485,2010-11-06,Rockets,Spurs,121,124
2486,2010-11-06,Nuggets,Mavericks,103,92
2487,2010-11-06,Clippers,Jazz,107,109
2488,2010-11-06,Raptors,Trail Blazers,84,97
2489,2010-11-06,Grizzlies,Kings,100,91
2490,2010-11-07,76ers,Knicks,106,96
2491,2010-11-07,Suns,Hawks,118,114
2492,2010-11-07,Warriors,Pistons,97,102
2493,2010-11-07,Timberwolves,Rockets,94,120
2494,2010-11-07,Celtics,Thunder,92,83
2495,2010-11-07,Trail Blazers,Lakers,96,121
2496,2010-11-08,Spurs,Bobcats,95,91
2497,2010-11-08,Hawks,Magic,89,93
2498,2010-11-08,Warriors,Raptors,109,102
2499,2010-11-08,Nuggets,Bulls,92,94
2500,2010-11-08,Suns,Grizzlies,99,109
2501,2010-11-08,Celtics,Mavericks,87,89
2502,2010-11-09,Nuggets,Pacers,113,144
2503,2010-11-09,Cavaliers,Nets,93,91
2504,2010-11-09,Jazz,Heat,116,114
2505,2010-11-09,Knicks,Bucks,80,107
2506,2010-11-09,Clippers,Hornets,82,101
2507,2010-11-09,Pistons,Trail Blazers,78,100
2508,2010-11-09,Timberwolves,Lakers,94,99
2509,2010-11-10,Bucks,Hawks,108,91
2510,2010-11-10,Jazz,Magic,104,94
2511,2010-11-10,Bobcats,Raptors,101,96
2512,2010-11-10,Rockets,Wizards,91,98
2513,2010-11-10,Nets,Cavaliers,95,87
2514,2010-11-10,Warriors,Knicks,122,117
2515,2010-11-10,Mavericks,Grizzlies,106,91
2516,2010-11-10,76ers,Thunder,103,109
2517,2010-11-10,Clippers,Spurs,95,107
2518,2010-11-10,Timberwolves,Kings,98,89
2519,2010-11-11,Celtics,Heat,112,107
2520,2010-11-11,Warriors,Bulls,90,120
2521,2010-11-11,Lakers,Nuggets,112,118
2522,2010-11-12,Jazz,Hawks,90,86
2523,2010-11-12,Rockets,Pacers,102,99
2524,2010-11-12,Raptors,Magic,110,106
2525,2010-11-12,Bobcats,Wizards,93,85
2526,2010-11-12,Knicks,Timberwolves,103,112
2527,2010-11-12,76ers,Mavericks,90,99
2528,2010-11-12,Kings,Suns,89,103
2529,2010-11-12,Trail Blazers,Thunder,108,110
2530,2010-11-12,Pistons,Clippers,113,107
2531,2010-11-13,Jazz,Bobcats,96,95
2532,2010-11-13,Magic,Nets,91,90
2533,2010-11-13,Pacers,Cavaliers,99,85
2534,2010-11-13,Raptors,Heat,100,109
2535,2010-11-13,Wizards,Bulls,96,103
2536,2010-11-13,Celtics,Grizzlies,116,110
2537,2010-11-13,Trail Blazers,Hornets,87,107
2538,2010-11-13,Warriors,Bucks,72,79
2539,2010-11-13,76ers,Spurs,93,116
2540,2010-11-14,Timberwolves,Hawks,105,111
2541,2010-11-14,Pistons,Kings,100,94
2542,2010-11-14,Spurs,Thunder,117,104
2543,2010-11-14,Rockets,Knicks,104,96
2544,2010-11-14,Suns,Lakers,121,116
2545,2010-11-15,Timberwolves,Bobcats,110,113
2546,2010-11-15,Grizzlies,Magic,72,89
2547,2010-11-15,Hornets,Mavericks,95,98
2548,2010-11-15,Nuggets,Suns,94,100
2549,2010-11-15,Thunder,Jazz,115,108
2550,2010-11-15,Pistons,Warriors,97,101
2551,2010-11-15,Nets,Clippers,110,96
2552,2010-11-16,76ers,Cavaliers,93,101
2553,2010-11-16,Hawks,Pacers,102,92
2554,2010-11-16,Raptors,Wizards,94,109
2555,2010-11-16,Trail Blazers,Grizzlies,100,99
2556,2010-11-16,Lakers,Bucks,118,107
2557,2010-11-16,Bulls,Rockets,95,92
2558,2010-11-16,Knicks,Nuggets,118,120
2559,2010-11-17,Suns,Heat,96,123
2560,2010-11-17,Raptors,76ers,94,86
2561,2010-11-17,Wizards,Celtics,83,114
2562,2010-11-17,Lakers,Pistons,103,90
2563,2010-11-17,Clippers,Timberwolves,111,113
2564,2010-11-17,Mavericks,Hornets,97,99
2565,2010-11-17,Rockets,Thunder,99,116
2566,2010-11-17,Nets,Jazz,88,98
2567,2010-11-17,Bulls,Spurs,94,103
2568,2010-11-17,Knicks,Kings,113,106
2569,2010-11-18,Clippers,Pacers,80,107
2570,2010-11-18,Suns,Magic,89,105
2571,2010-11-18,Nuggets,Trail Blazers,83,86
2572,2010-11-19,Thunder,Celtics,89,84
2573,2010-11-19,Bucks,76ers,79,90
2574,2010-11-19,Rockets,Raptors,96,106
2575,2010-11-19,Grizzlies,Wizards,86,89
2576,2010-11-19,Bobcats,Heat,87,95
2577,2010-11-19,Lakers,Timberwolves,112,95
2578,2010-11-19,Cavaliers,Hornets,101,108
2579,2010-11-19,Spurs,Jazz,94,82
2580,2010-11-19,Bulls,Mavericks,88,83
2581,2010-11-19,Nets,Kings,81,86
2582,2010-11-19,Knicks,Warriors,125,119
2583,2010-11-20,Suns,Bobcats,105,123
2584,2010-11-20,Magic,Pacers,90,86
2585,2010-11-20,Mavericks,Hawks,98,93
2586,2010-11-20,Heat,Grizzlies,95,97
2587,2010-11-20,Thunder,Bucks,82,81
2588,2010-11-20,Cavaliers,Spurs,92,116
2589,2010-11-20,Nets,Nuggets,103,107
2590,2010-11-20,Jazz,Trail Blazers,103,94
2591,2010-11-20,Knicks,Clippers,124,115
2592,2010-11-21,Celtics,Raptors,101,102
2593,2010-11-21,Wizards,Pistons,110,115
2594,2010-11-21,Hornets,Kings,75,71
2595,2010-11-21,Warriors,Lakers,89,117
2596,2010-11-22,Celtics,Hawks,99,76
2597,2010-11-22,Pacers,Heat,93,77
2598,2010-11-22,Timberwolves,Thunder,107,117
2599,2010-11-22,Suns,Rockets,123,116
2600,2010-11-22,Magic,Spurs,97,106
2601,2010-11-22,Kings,Jazz,83,94
2602,2010-11-22,Nuggets,Warriors,106,89
2603,2010-11-22,Hornets,Clippers,95,99
2604,2010-11-23,Cavaliers,Pacers,89,100
2605,2010-11-23,Hawks,Nets,101,107
2606,2010-11-23,76ers,Wizards,114,116
2607,2010-11-23,Bobcats,Knicks,107,110
2608,2010-11-23,Pistons,Mavericks,84,88
2609,2010-11-23,Bulls,Lakers,91,98
2610,2010-11-24,Knicks,Bobcats,99,95
2611,2010-11-24,Bucks,Cavaliers,81,83
2612,2010-11-24,76ers,Raptors,90,106
2613,2010-11-24,Nets,Celtics,83,89
2614,2010-11-24,Heat,Magic,95,104
2615,2010-11-24,Pistons,Grizzlies,84,105
2616,2010-11-24,Spurs,Timberwolves,113,109
2617,2010-11-24,Mavericks,Thunder,111,103
2618,2010-11-24,Warriors,Rockets,101,111
2619,2010-11-24,Bulls,Suns,123,115
2620,2010-11-24,Hornets,Jazz,87,105
2621,2010-11-25,Wizards,Hawks,96,116
2622,2010-11-25,Kings,Clippers,82,100
